ticket_id,product,category,issue_description,resolution_notes,ticket_created_date,clean_text,sentiment,topic
6804,Analytics Dashboard,Refund Request,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,2022-04-21,system syncing data across devices properly explained billing breakdown clarified applicable charges,neutral,38
6805,CRM Platform,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2023-04-16,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
6806,Payment Gateway,Payment Problem,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2022-10-06,would like request refund recent charge data synchronization restored backend service restart,neutral,21
6807,API Service,Feature Request,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,2023-03-08,application crashes whenever try upload file data synchronization restored backend service restart,neutral,29
6808,Web Portal,Payment Problem,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,2024-01-26,found bug latest update affecting report generation payment gateway timeout issue fixed monitoring implemented,positive,39
6809,Payment Gateway,Bug Report,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,2023-12-29,system syncing data across devices properly issue escalated engineering resolved latest patch,neutral,67
6810,Mobile App,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,2023-02-25,twofactor authentication codes delivered phone bug logged internally workaround shared customer,neutral,1
6811,Cloud Storage,Feature Request,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2024-04-08,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
6812,Payment Gateway,Data Sync Issue,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,2024-06-16,subscription cancelled without request need clarification bug logged internally workaround shared customer,neutral,55
6813,Payment Gateway,Security Concern,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,2023-05-22,would like request refund recent charge subscription status corrected confirmation email sent customer,neutral,92
6814,Payment Gateway,Feature Request,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2023-01-20,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
6815,Payment Gateway,Feature Request,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2022-08-06,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
6816,Analytics Dashboard,Subscription Cancellation,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2023-01-09,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
6817,API Service,Performance Issue,I am unable to access my account after entering the correct credentials.,Subscription status corrected and confirmation email sent to customer.,2022-09-28,unable access account entering correct credentials subscription status corrected confirmation email sent customer,negative,77
6818,Mobile App,Payment Problem,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,2023-02-08,application crashes whenever try upload file bug logged internally workaround shared customer,neutral,50
6819,Billing System,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-12-02,seems discrepancy billing statement month provided stepbystep troubleshooting instructions issue resolved,neutral,6
6820,Cloud Storage,Performance Issue,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,2024-06-17,would like request refund recent charge issue escalated engineering resolved latest patch,neutral,26
6821,E-commerce Store,Login Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-06-26,experiencing slow performance using dashboard provided stepbystep troubleshooting instructions issue resolved,negative,14
6822,Subscription Service,Security Concern,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,2024-05-21,system syncing data across devices properly issue escalated engineering resolved latest patch,neutral,67
6823,Analytics Dashboard,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2023-10-07,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
6824,Cloud Storage,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-05-01,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
6825,Cloud Storage,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-02-09,subscription cancelled without request need clarification provided stepbystep troubleshooting instructions issue resolved,neutral,24
6826,Payment Gateway,Bug Report,There seems to be a discrepancy in my billing statement for this month.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-05-17,seems discrepancy billing statement month duplicate charge reversed refund processed within 35 business days,neutral,18
6827,Cloud Storage,Payment Problem,The system is not syncing data across devices properly.,Subscription status corrected and confirmation email sent to customer.,2024-12-29,system syncing data across devices properly subscription status corrected confirmation email sent customer,neutral,48
6828,Billing System,Login Issue,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,2024-08-16,application crashes whenever try upload file subscription status corrected confirmation email sent customer,neutral,43
6829,Payment Gateway,Subscription Cancellation,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2024-08-09,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
6830,CRM Platform,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,2024-12-06,twofactor authentication codes delivered phone data synchronization restored backend service restart,neutral,16
6831,Subscription Service,Refund Request,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,2022-07-12,found bug latest update affecting report generation issue escalated engineering resolved latest patch,positive,46
6832,Analytics Dashboard,Data Sync Issue,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2024-06-14,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
6833,Subscription Service,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,2022-06-26,twofactor authentication codes delivered phone issue escalated engineering resolved latest patch,neutral,9
6834,E-commerce Store,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2024-10-18,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
6835,API Service,Bug Report,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,2022-12-22,application crashes whenever try upload file issue escalated engineering resolved latest patch,neutral,51
6836,Cloud Storage,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2023-12-25,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
6837,Web Portal,Performance Issue,I am experiencing very slow performance while using the dashboard.,Bug logged internally and workaround shared with the customer.,2023-11-26,experiencing slow performance using dashboard bug logged internally workaround shared customer,negative,3
6838,Subscription Service,Bug Report,I would like to request a refund for the recent charge.,Bug logged internally and workaround shared with the customer.,2022-12-04,would like request refund recent charge bug logged internally workaround shared customer,neutral,56
6839,Subscription Service,Security Concern,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2022-08-24,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
6840,E-commerce Store,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2023-03-23,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
6841,E-commerce Store,Bug Report,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,2023-04-05,subscription cancelled without request need clarification issue escalated engineering resolved latest patch,neutral,23
6842,Web Portal,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,2022-12-16,experiencing slow performance using dashboard payment gateway timeout issue fixed monitoring implemented,negative,54
6843,API Service,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,2022-06-10,twofactor authentication codes delivered phone subscription status corrected confirmation email sent customer,neutral,83
6844,Web Portal,Feature Request,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-04-20,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
6845,E-commerce Store,Feature Request,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-08-27,subscription cancelled without request need clarification duplicate charge reversed refund processed within 35 business days,neutral,20
6846,Billing System,Security Concern,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,2023-01-22,would like request refund recent charge security settings updated customer notified precautionary measures,neutral,84
6847,Payment Gateway,Refund Request,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-01-06,experiencing slow performance using dashboard duplicate charge reversed refund processed within 35 business days,negative,15
6848,Billing System,Payment Problem,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2022-10-05,would like request refund recent charge data synchronization restored backend service restart,neutral,21
6849,Payment Gateway,Performance Issue,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,2024-03-19,found bug latest update affecting report generation payment gateway timeout issue fixed monitoring implemented,positive,39
6850,Analytics Dashboard,Refund Request,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2024-01-27,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
6851,Web Portal,Account Suspension,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,2022-12-06,subscription cancelled without request need clarification issue escalated engineering resolved latest patch,neutral,23
6852,CRM Platform,Subscription Cancellation,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,2024-08-29,system syncing data across devices properly reset account credentials advised customer retry login,neutral,58
6853,Cloud Storage,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,We have reset the account credentials and advised the customer to retry login.,2023-10-12,payment deducted bank account transaction shows failed reset account credentials advised customer retry login,negative,98
6854,Subscription Service,Security Concern,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2022-02-28,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
6855,Analytics Dashboard,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2023-03-21,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
6856,CRM Platform,Data Sync Issue,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2023-06-25,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
6857,Subscription Service,Payment Problem,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2024-09-03,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
6858,Web Portal,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Explained billing breakdown and clarified applicable charges.,2024-07-05,payment deducted bank account transaction shows failed explained billing breakdown clarified applicable charges,negative,41
6859,Billing System,Feature Request,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,2023-02-24,unable access account entering correct credentials reset account credentials advised customer retry login,negative,99
6860,CRM Platform,Login Issue,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,2024-02-24,twofactor authentication codes delivered phone data synchronization restored backend service restart,neutral,16
6861,CRM Platform,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-01-21,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
6862,CRM Platform,Login Issue,I would like to request a refund for the recent charge.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-06-06,would like request refund recent charge provided stepbystep troubleshooting instructions issue resolved,neutral,25
6863,Cloud Storage,Subscription Cancellation,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,2022-01-10,system syncing data across devices properly reset account credentials advised customer retry login,neutral,58
6864,Cloud Storage,Subscription Cancellation,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-04-29,system syncing data across devices properly provided stepbystep troubleshooting instructions issue resolved,neutral,68
6865,E-commerce Store,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2024-05-07,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
6866,Payment Gateway,Subscription Cancellation,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2022-02-17,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
6867,Subscription Service,Subscription Cancellation,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,2023-10-21,payment deducted bank account transaction shows failed issue escalated engineering resolved latest patch,negative,89
6868,Payment Gateway,Payment Problem,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2023-10-06,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
6869,Analytics Dashboard,Bug Report,I am experiencing very slow performance while using the dashboard.,Bug logged internally and workaround shared with the customer.,2024-02-26,experiencing slow performance using dashboard bug logged internally workaround shared customer,negative,3
6870,Billing System,Bug Report,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,2024-12-09,experiencing slow performance using dashboard explained billing breakdown clarified applicable charges,negative,53
6871,Mobile App,Payment Problem,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2024-09-29,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
6872,CRM Platform,Performance Issue,There seems to be a discrepancy in my billing statement for this month.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-04-20,seems discrepancy billing statement month provided stepbystep troubleshooting instructions issue resolved,neutral,6
6873,CRM Platform,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-07-02,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
6874,Cloud Storage,Login Issue,I am unable to access my account after entering the correct credentials.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-03-08,unable access account entering correct credentials duplicate charge reversed refund processed within 35 business days,negative,11
6875,Analytics Dashboard,Refund Request,There seems to be a discrepancy in my billing statement for this month.,Data synchronization restored after backend service restart.,2024-02-28,seems discrepancy billing statement month data synchronization restored backend service restart,neutral,31
6876,Analytics Dashboard,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,2023-05-13,payment deducted bank account transaction shows failed issue escalated engineering resolved latest patch,negative,89
6877,API Service,Feature Request,I would like to request a refund for the recent charge.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-04-04,would like request refund recent charge provided stepbystep troubleshooting instructions issue resolved,neutral,25
6878,Payment Gateway,Refund Request,I am unable to access my account after entering the correct credentials.,Security settings updated and customer notified of precautionary measures.,2023-09-23,unable access account entering correct credentials security settings updated customer notified precautionary measures,negative,72
6879,Billing System,Security Concern,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-04-04,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
6880,E-commerce Store,Security Concern,I would like to request a refund for the recent charge.,We have reset the account credentials and advised the customer to retry login.,2023-03-24,would like request refund recent charge reset account credentials advised customer retry login,neutral,94
6881,Subscription Service,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,Security settings updated and customer notified of precautionary measures.,2024-04-11,experiencing slow performance using dashboard security settings updated customer notified precautionary measures,negative,73
6882,Payment Gateway,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,2023-12-29,seems discrepancy billing statement month explained billing breakdown clarified applicable charges,neutral,61
6883,Mobile App,Feature Request,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,2024-07-11,unable access account entering correct credentials payment gateway timeout issue fixed monitoring implemented,negative,82
6884,API Service,Account Suspension,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2022-07-31,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
6885,Analytics Dashboard,Security Concern,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,2024-07-24,system syncing data across devices properly reset account credentials advised customer retry login,neutral,58
6886,CRM Platform,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2023-08-02,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
6887,Cloud Storage,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,2022-01-08,twofactor authentication codes delivered phone subscription status corrected confirmation email sent customer,neutral,83
6888,Subscription Service,Refund Request,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2022-04-18,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
6889,E-commerce Store,Feature Request,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-10-28,payment deducted bank account transaction shows failed duplicate charge reversed refund processed within 35 business days,negative,4
6890,Subscription Service,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2023-12-20,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
6891,CRM Platform,Feature Request,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,2024-08-03,found bug latest update affecting report generation issue escalated engineering resolved latest patch,positive,46
6892,Payment Gateway,Payment Problem,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-08-03,system syncing data across devices properly provided stepbystep troubleshooting instructions issue resolved,neutral,68
6893,Subscription Service,Account Suspension,The system is not syncing data across devices properly.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-08-04,system syncing data across devices properly provided stepbystep troubleshooting instructions issue resolved,neutral,68
6894,Mobile App,Bug Report,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,2023-11-20,system syncing data across devices properly data synchronization restored backend service restart,neutral,60
6895,Billing System,Payment Problem,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,2023-11-03,application crashes whenever try upload file issue escalated engineering resolved latest patch,neutral,51
6896,Mobile App,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,We have reset the account credentials and advised the customer to retry login.,2023-07-24,payment deducted bank account transaction shows failed reset account credentials advised customer retry login,negative,98
6897,Web Portal,Account Suspension,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,2024-07-07,system syncing data across devices properly reset account credentials advised customer retry login,neutral,58
6898,Cloud Storage,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,Subscription status corrected and confirmation email sent to customer.,2023-12-10,experiencing slow performance using dashboard subscription status corrected confirmation email sent customer,negative,79
6899,Web Portal,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,2022-05-14,twofactor authentication codes delivered phone subscription status corrected confirmation email sent customer,neutral,83
6900,Cloud Storage,Refund Request,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-05-25,found bug latest update affecting report generation duplicate charge reversed refund processed within 35 business days,positive,2
6901,Cloud Storage,Refund Request,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,2022-05-02,subscription cancelled without request need clarification issue escalated engineering resolved latest patch,neutral,23
6902,Mobile App,Bug Report,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,2022-05-09,experiencing slow performance using dashboard reset account credentials advised customer retry login,negative,81
6903,API Service,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2022-11-09,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
6904,Payment Gateway,Account Suspension,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2024-01-24,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
6905,Web Portal,Account Suspension,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-04-13,would like request refund recent charge duplicate charge reversed refund processed within 35 business days,neutral,19
6906,Billing System,Bug Report,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,2022-06-04,would like request refund recent charge duplicate charge reversed refund processed within 35 business days,neutral,19
6907,Mobile App,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,The issue was escalated to engineering and resolved in the latest patch.,2024-05-20,payment deducted bank account transaction shows failed issue escalated engineering resolved latest patch,negative,89
6908,Billing System,Feature Request,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,2023-08-18,experiencing slow performance using dashboard reset account credentials advised customer retry login,negative,81
6909,Analytics Dashboard,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,2024-08-06,unable access account entering correct credentials bug logged internally workaround shared customer,negative,96
6910,Web Portal,Login Issue,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2023-04-28,would like request refund recent charge data synchronization restored backend service restart,neutral,21
6911,Subscription Service,Bug Report,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,2023-07-11,seems discrepancy billing statement month explained billing breakdown clarified applicable charges,neutral,61
6912,Payment Gateway,Bug Report,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,2023-12-22,unable access account entering correct credentials explained billing breakdown clarified applicable charges,negative,45
6913,CRM Platform,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,2023-01-03,payment deducted bank account transaction shows failed security settings updated customer notified precautionary measures,negative,71
6914,E-commerce Store,Subscription Cancellation,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,2023-04-23,unable access account entering correct credentials issue escalated engineering resolved latest patch,negative,69
6915,API Service,Security Concern,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,2024-08-25,seems discrepancy billing statement month payment gateway timeout issue fixed monitoring implemented,neutral,66
6916,Subscription Service,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,2024-11-10,payment deducted bank account transaction shows failed subscription status corrected confirmation email sent customer,negative,76
6917,E-commerce Store,Feature Request,There seems to be a discrepancy in my billing statement for this month.,Security settings updated and customer notified of precautionary measures.,2023-12-19,seems discrepancy billing statement month security settings updated customer notified precautionary measures,neutral,80
6918,Mobile App,Data Sync Issue,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,2023-12-11,found bug latest update affecting report generation bug logged internally workaround shared customer,positive,42
6919,E-commerce Store,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Bug logged internally and workaround shared with the customer.,2024-01-28,payment deducted bank account transaction shows failed bug logged internally workaround shared customer,negative,97
6920,Mobile App,Bug Report,I would like to request a refund for the recent charge.,Payment gateway timeout issue fixed and monitoring implemented.,2022-07-12,would like request refund recent charge payment gateway timeout issue fixed monitoring implemented,neutral,74
6921,API Service,Refund Request,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,2023-02-06,application crashes whenever try upload file explained billing breakdown clarified applicable charges,neutral,34
6922,E-commerce Store,Payment Problem,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,2022-07-16,system syncing data across devices properly reset account credentials advised customer retry login,neutral,58
6923,Subscription Service,Bug Report,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,2022-01-19,application crashes whenever try upload file subscription status corrected confirmation email sent customer,neutral,43
6924,E-commerce Store,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,The issue was escalated to engineering and resolved in the latest patch.,2024-07-10,experiencing slow performance using dashboard issue escalated engineering resolved latest patch,negative,13
6925,Subscription Service,Feature Request,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,2024-10-17,subscription cancelled without request need clarification security settings updated customer notified precautionary measures,neutral,85
6926,Mobile App,Subscription Cancellation,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-12-09,found bug latest update affecting report generation provided stepbystep troubleshooting instructions issue resolved,positive,47
6927,E-commerce Store,Feature Request,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,2022-11-24,would like request refund recent charge issue escalated engineering resolved latest patch,neutral,26
6928,Analytics Dashboard,Performance Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-12-24,experiencing slow performance using dashboard provided stepbystep troubleshooting instructions issue resolved,negative,14
6929,Subscription Service,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,2022-03-05,payment deducted bank account transaction shows failed data synchronization restored backend service restart,negative,40
6930,Payment Gateway,Feature Request,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,2024-04-25,unable access account entering correct credentials reset account credentials advised customer retry login,negative,99
6931,Billing System,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,2023-10-21,payment deducted bank account transaction shows failed payment gateway timeout issue fixed monitoring implemented,negative,87
6932,Payment Gateway,Payment Problem,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2023-11-01,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
6933,Subscription Service,Data Sync Issue,The system is not syncing data across devices properly.,Security settings updated and customer notified of precautionary measures.,2024-09-27,system syncing data across devices properly security settings updated customer notified precautionary measures,neutral,36
6934,Analytics Dashboard,Security Concern,I am unable to access my account after entering the correct credentials.,Provided step-by-step troubleshooting instructions and issue resolved.,2024-04-14,unable access account entering correct credentials provided stepbystep troubleshooting instructions issue resolved,negative,70
6935,Payment Gateway,Feature Request,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,2023-01-20,found bug latest update affecting report generation explained billing breakdown clarified applicable charges,positive,28
6936,Subscription Service,Bug Report,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,2022-10-09,subscription cancelled without request need clarification payment gateway timeout issue fixed monitoring implemented,neutral,75
6937,Mobile App,Refund Request,My subscription was cancelled without my request and I need clarification.,Security settings updated and customer notified of precautionary measures.,2024-03-26,subscription cancelled without request need clarification security settings updated customer notified precautionary measures,neutral,85
6938,Analytics Dashboard,Feature Request,I found a bug in the latest update affecting report generation.,Payment gateway timeout issue fixed and monitoring implemented.,2024-03-22,found bug latest update affecting report generation payment gateway timeout issue fixed monitoring implemented,positive,39
6939,Web Portal,Bug Report,I would like to request a refund for the recent charge.,Bug logged internally and workaround shared with the customer.,2022-11-22,would like request refund recent charge bug logged internally workaround shared customer,neutral,56
6940,Cloud Storage,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,2023-09-08,seems discrepancy billing statement month bug logged internally workaround shared customer,neutral,0
6941,Payment Gateway,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,2023-12-04,twofactor authentication codes delivered phone payment gateway timeout issue fixed monitoring implemented,neutral,62
6942,Web Portal,Feature Request,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,2023-05-31,unable access account entering correct credentials explained billing breakdown clarified applicable charges,negative,45
